Title,Creator,Publisher,Provider,Spatial Coverage,Bounding Box,Geometry,Centroid,Member Of,Is Part Of,ID,Identifier,Code
Minnesota Geological Survey County Atlas Series,Minnesota Geological Survey,,University of Minnesota,,"-97.24,43.5,-89.48,49.38","POLYGON((-97.24 49.38, -89.48 49.38, -89.48 43.5, -97.24 43.5, -97.24 49.38))","46.44,-93.36",64bd8c4c-8e60-4956-b43d-bdc3f93db488|dc8c18df-7d64-4ff4-a754-d18d0891187d,,05d-04,https://conservancy.umn.edu/handle/11299/57196,05d-04
Minnesota Geospatial Commons,,Minnesota Department of Natural Resources|Minnesota Geospatial Information Office|Metropolitan Council of the Twin Cities|Minnesota Pollution Control Agency|Minnesota Department of Agriculture,,Minnesota,"-97.24,43.5,-89.48,49.38","POLYGON((-97.24 49.38, -89.48 49.38, -89.48 43.5, -97.24 43.5, -97.24 49.38))","46.44,-93.36",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05a-01,https://gisdata.mn.gov/,05a-01
"Minnesota Historical Aerial Photographs Online (MHAPO), 1920-2000",John R. Borchert Map Library,,University of Minnesota,,"-97.239,43.499,-89.483,49.384","POLYGON((-97.239 49.384, -89.483 49.384, -89.483 43.499, -97.239 43.499, -97.239 49.384))","46.441500000000005,-93.361",dc8c18df-7d64-4ff4-a754-d18d0891187d,,05d-09,https://www.lib.umn.edu/apps/mhapo,w00_01
Minnesota Natural Resource Atlas,Natural Resources Research Institute,University of Minnesota Duluth,,Minnesota,"-97.24,43.5,-89.48,49.38","POLYGON((-97.24 49.38, -89.48 49.38, -89.48 43.5, -97.24 43.5, -97.24 49.38))","46.44,-93.36",b0153110-e455-4ced-9114-9b13250a7093,,05d-11,https://mnatlas.org,05d-11
Montgomery County GIS Open Data,,Maryland--Montgomery County,,Maryland--Montgomery County|Maryland,"-77.528,38.934,-76.888,39.353","POLYGON((-77.528 39.353, -76.888 39.353, -76.888 38.934, -77.528 38.934, -77.528 39.353))","39.1435,-77.208",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24031,https://opendata-mcgov-gis.hub.arcgis.com,04b-24031
Montgomery County Open Data,,Pennsylvania--Montgomery County,,Pennsylvania--Montgomery County|Pennsylvania,"-75.697,39.977,-75.015,40.447","POLYGON((-75.697 40.447, -75.015 40.447, -75.015 39.977, -75.697 39.977, -75.697 40.447))","40.212,-75.356",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08b-42091,https://data-montcopa.opendata.arcgis.com,08b-42091
Morrill Reckoning,Lisa Warren Carney,,University of Maryland,United States,"-127.6,23.7,-64.4,50.9","POLYGON((-127.6 50.9, -64.4 50.9, -64.4 23.7, -127.6 23.7, -127.6 50.9))","37.3,-96.0",,,4979dd07507f4155bb92689860dd5089,https://storymaps.arcgis.com/stories/4979dd07507f4155bb92689860dd5089,w00_01
Mower County Geospatial Hub,,"Mower County, Minnesota",,Minnesota--Mower County|Minnesota,"-93.050,43.500,-92.449,43.849","POLYGON((-93.050 43.849, -92.449 43.849, -92.449 43.500, -93.050 43.500, -93.050 43.849))","43.674499999999995,-92.7495",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27099,https://geospatial-hub-mowercountymn.hub.arcgis.com/pages/open-data,05b-27099
NAIP GeoHub,,United States Department of Agriculture,,United States,,,,b0153110-e455-4ced-9114-9b13250a7093,,99-1800,https://naip-usdaonline.hub.arcgis.com/,99-1800
"National Crimes: A New National Data Set of Lynchings in the United States, 1883 to 1941",,Socius,,United States,"-125.102,23.998,-66.134,50.102","POLYGON((-125.102 50.102, -66.134 50.102, -66.134 23.998, -125.102 23.998, -125.102 50.102))","37.05,-95.618",,,fca819ea-17eb-4990-b5d4-7601d194b373,https://doi.org/10.1177/2378023119841780,w00_01
National Historical Geographic Information System (NHGIS),IPUMS Center for Data Integration,,University of Minnesota,,"144.4,-14.8,-64.4,71.6","POLYGON((144.4 71.6, -64.4 71.6, -64.4 -14.8, 144.4 -14.8, 144.4 71.6))","28.4,40.0",b0153110-e455-4ced-9114-9b13250a7093,,05d-10,https://www.nhgis.org,05d-10
Native Land Digital,Victor Temprano,Native Land Digital,,,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",b0153110-e455-4ced-9114-9b13250a7093,,native-land-ca-interactive-map,https://native-land.ca,w00_01
Natural Resources Data Bank,,,,Nebraska,"-104.1,40.0,-95.3,43.0","POLYGON((-104.1 43.0, -95.3 43.0, -95.3 40.0, -104.1 40.0, -104.1 43.0))","41.5,-99.69999999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,13a-02,https://dnr.nebraska.gov/data,w00_01
